image,top_left_x,top_left_y,bottom_right_x,bottom_right_y
user_7/A0.jpg,169,39,259,129
user_7/A1.jpg,170,35,260,125
user_7/A2.jpg,167,26,267,126
user_7/A3.jpg,167,26,267,126
user_7/A4.jpg,167,30,267,130
user_7/A5.jpg,182,88,262,168
user_7/A6.jpg,181,86,261,166
user_7/A7.jpg,181,86,261,166
user_7/A8.jpg,178,79,268,169
user_7/A9.jpg,179,74,269,164
user_7/B0.jpg,103,19,243,159
user_7/B1.jpg,118,29,248,159
user_7/B2.jpg,128,35,248,155
user_7/B3.jpg,133,39,253,159
user_7/B4.jpg,134,46,254,166
user_7/B5.jpg,164,67,294,197
user_7/B6.jpg,164,67,294,197
user_7/B7.jpg,158,66,288,196
user_7/B8.jpg,157,67,287,197
user_7/B9.jpg,162,73,282,193
user_7/C0.jpg,165,45,265,145
user_7/C1.jpg,173,47,273,147
user_7/C2.jpg,173,52,273,152
user_7/C3.jpg,170,53,270,153
user_7/C4.jpg,168,50,268,150
user_7/C5.jpg,203,82,303,182
user_7/C6.jpg,204,83,304,183
user_7/C7.jpg,206,80,306,180
user_7/C8.jpg,201,76,301,176
user_7/C9.jpg,207,76,307,176
user_7/D0.jpg,87,44,257,214
user_7/D1.jpg,96,36,256,196
user_7/D2.jpg,89,33,249,193
user_7/D3.jpg,103,32,243,172
user_7/D4.jpg,107,31,247,171
user_7/D5.jpg,170,69,300,199
user_7/D6.jpg,165,67,295,197
user_7/D7.jpg,159,67,289,197
user_7/D8.jpg,158,64,288,194
user_7/D9.jpg,166,63,296,193
user_7/E0.jpg,127,56,237,166
user_7/E1.jpg,127,63,227,163
user_7/E2.jpg,130,70,220,160
user_7/E3.jpg,140,69,230,159
user_7/E4.jpg,135,72,225,162
user_7/E5.jpg,167,87,267,187
user_7/E6.jpg,163,85,263,185
user_7/E7.jpg,169,86,269,186
user_7/E8.jpg,171,81,271,181
user_7/E9.jpg,162,82,262,182
user_7/F0.jpg,158,23,278,143
user_7/F1.jpg,144,24,264,144
user_7/F2.jpg,155,30,275,150
user_7/F3.jpg,155,30,275,150
user_7/F4.jpg,145,32,265,152
user_7/F5.jpg,188,60,308,180
user_7/F6.jpg,181,60,301,180
user_7/F7.jpg,192,61,312,181
user_7/F8.jpg,183,60,303,180
user_7/F9.jpg,187,66,307,186
user_7/G0.jpg,152,43,252,143
user_7/G1.jpg,145,43,245,143
user_7/G2.jpg,151,41,251,141
user_7/G3.jpg,142,38,242,138
user_7/G4.jpg,154,38,254,138
user_7/G5.jpg,207,79,317,189
user_7/G6.jpg,202,76,312,186
user_7/G7.jpg,207,96,317,206
user_7/G8.jpg,196,88,306,198
user_7/G9.jpg,202,80,312,190
user_7/H0.jpg,176,41,286,151
user_7/H1.jpg,170,34,280,144
user_7/H2.jpg,181,26,281,126
user_7/H3.jpg,176,24,276,124
user_7/H4.jpg,182,26,282,126
user_7/H5.jpg,203,56,313,166
user_7/H6.jpg,201,68,311,178
user_7/H7.jpg,203,54,313,164
user_7/H8.jpg,194,52,304,162
user_7/H9.jpg,207,49,317,159
user_7/I0.jpg,159,54,269,164
user_7/I1.jpg,142,47,252,157
user_7/I2.jpg,153,53,263,163
user_7/I3.jpg,153,69,263,179
user_7/I4.jpg,154,59,264,169
user_7/I5.jpg,187,69,297,179
user_7/I6.jpg,176,65,286,175
user_7/I7.jpg,159,65,269,175
user_7/I8.jpg,171,67,281,177
user_7/I9.jpg,166,60,276,170
user_7/K0.jpg,114,19,244,149
user_7/K1.jpg,95,23,225,153
user_7/K2.jpg,121,25,251,155
user_7/K3.jpg,97,12,227,142
user_7/K4.jpg,103,26,233,156
user_7/K5.jpg,134,32,264,162
user_7/K6.jpg,120,32,250,162
user_7/K7.jpg,143,35,273,165
user_7/K8.jpg,118,25,248,155
user_7/K9.jpg,112,38,242,168
user_7/L0.jpg,131,19,261,149
user_7/L1.jpg,141,21,271,151
user_7/L2.jpg,126,14,256,144
user_7/L3.jpg,128,27,258,157
user_7/L4.jpg,124,14,254,144
user_7/L5.jpg,175,17,305,147
user_7/L6.jpg,165,13,295,143
user_7/L7.jpg,178,19,308,149
user_7/L8.jpg,159,13,289,143
user_7/L9.jpg,172,18,302,148
user_7/M0.jpg,116,78,206,168
user_7/M1.jpg,108,70,198,160
user_7/M2.jpg,115,81,205,171
user_7/M3.jpg,105,77,195,167
user_7/M4.jpg,95,82,185,172
user_7/M5.jpg,180,49,270,139
user_7/M6.jpg,169,46,259,136
user_7/M7.jpg,178,50,268,140
user_7/M8.jpg,174,50,264,140
user_7/M9.jpg,177,55,267,145
user_7/N0.jpg,125,81,225,181
user_7/N1.jpg,115,77,215,177
user_7/N2.jpg,117,92,217,192
user_7/N3.jpg,107,88,207,188
user_7/N4.jpg,105,87,205,187
user_7/N5.jpg,189,57,279,147
user_7/N6.jpg,179,54,269,144
user_7/N7.jpg,192,58,282,148
user_7/N8.jpg,179,62,269,152
user_7/N9.jpg,189,65,279,155
user_7/O0.jpg,157,51,247,141
user_7/O1.jpg,151,49,241,139
user_7/O2.jpg,153,54,243,144
user_7/O3.jpg,157,50,247,140
user_7/O4.jpg,152,48,242,138
user_7/O5.jpg,192,37,302,147
user_7/O6.jpg,181,36,291,146
user_7/O7.jpg,192,30,302,140
user_7/O8.jpg,184,31,294,141
user_7/O9.jpg,204,39,294,129
user_7/P0.jpg,42,102,152,212
user_7/P1.jpg,39,87,149,197
user_7/P2.jpg,35,104,145,214
user_7/P3.jpg,48,98,158,208
user_7/P4.jpg,32,94,142,204
user_7/P5.jpg,114,113,204,203
user_7/P6.jpg,101,111,191,201
user_7/P7.jpg,110,117,200,207
user_7/P8.jpg,108,109,198,199
user_7/P9.jpg,97,113,187,203
user_7/Q0.jpg,58,139,148,229
user_7/Q1.jpg,49,135,139,225
user_7/Q2.jpg,63,129,153,219
user_7/Q3.jpg,52,123,142,213
